zinc_id,smiles
ZINC000000002114,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1
ZINC000000002115,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC
ZINC000000002116,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC
ZINC000000002117,CCc1ncc([N+](=O)[O-])n1CCNC(=S)OC
ZINC000000002118,O=C(O)COC1CCC(CCNS(=O)(=O)c2ccccc2)CC1
ZINC000000002119,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1
ZINC000000002121,CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@@H]1C)OCO3
ZINC000000002122,CN(C)CCn1nc(Cc2ccccc2)c2ccccc2c1=O
ZINC000000002124,CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O
ZINC000000002125,CCN(CC)CCOc1cc(C)ccc1C(C)C
ZINC000000002126,c1cnc(SCc2cccnc2)nc1
ZINC000000002127,CN1CCN(c2nc(C(C)(C)C)cs2)CC1
ZINC000000002128,c1cc2c(c(CC3=NCCN3)c1)CCCC2
ZINC000000002131,c1csc(C2(N3CCCCC3)CCCCC2)c1
ZINC000000002133,O=C1/C(=C\c2cccs2)CCC/C1=C/c1cccs1
ZINC000000002134,CC(C)(C)c1cc(C(C)(C)C)c2oc(C(=O)O)cc(=O)c2c1
ZINC000000002135,C[C@@H](c1ccc(O)cc1)[C@H](CC(F)(F)F)c1ccc(O)cc1
ZINC000000002136,CCN(CC)C(=O)N[C@@H]1C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1
ZINC000000002137,CC1(O)CCC(C(C)(C)O)CC1
ZINC000000002139,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1
ZINC000000002140,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)OC(=O)CC[C@H]12
ZINC000000002142,CC(=O)O[C@@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000000002143,CCC(=O)O[C@@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000000002144,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21
ZINC000000002145,COc1ccc2c3c1O[C@H]1C(OC(C)=O)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341
ZINC000000002146,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1
ZINC000000002148,C[N+](C)(CCOc1ccccc1)Cc1cccs1
ZINC000000002149,CN(C)CCN(Cc1ccsc1)c1ccccn1
ZINC000000002151,Cn1cnc2c1c(=O)[nH]c(=O)n2C
ZINC000000002152,Cc1ncc(Cn2c(C)c(CCO)sc2=O)c(N)n1
ZINC000000002153,C[N+](C)(C)C1CCC(C(O)(c2cccs2)c2cccs2)CC1
ZINC000000002156,O=[N+]([O-])c1ccc(/C=N/N2CCNC2=S)o1
ZINC000000002157,CSc1ccc(S(=O)(=O)/N=C(\O)NC2CCCCC2)cc1
ZINC000000002158,OC[C@@H]1O[C@H](n2cnc3c(=S)[nH]cnc32)[C@@H](O)[C@H]1O
ZINC000000002159,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
ZINC000000002160,CSc1ccc2ncn(/C=C/C(=O)O)c(=O)c2c1
ZINC000000002161,Cc1c(CC(=O)O)sc2cc(Cl)ccc12
ZINC000000002162,O=C(SCc1ccccc1)c1ccccc1
ZINC000000002163,C[C@H]1C[C@@H](C)CN(S(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)C1
ZINC000000002164,Oc1nsc2cc(Cl)ccc12
ZINC000000002166,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
ZINC000000002167,CN(C)CCCN1c2ccccc2C=Cc2sccc21
ZINC000000002168,CSc1ccc(C(=O)c2cc(CC(=O)O)cc3ccoc23)cc1
ZINC000000002169,C/C=C(\C)C(=O)OC1C[C@@H]2CC[C@H](C1)N2C
ZINC000000002170,Cc1cc(Br)c(O)c2ncccc12
ZINC000000002171,Cc1ccc(O)c2ncccc12
ZINC000000002172,O=C(O)Cc1sc2nc3ccccc3n2c1-c1ccc(Cl)cc1
ZINC000000002174,COc1c2occc2c(OC)c2c(=O)cc(CSC)oc12
ZINC000000002176,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
ZINC000000002177,c1ccc2c(SC3=NCCN3)c[nH]c2c1
ZINC000000002179,O=C(O)Cc1ccc2c(c1)SCc1ccccc1C2=O
ZINC000000002180,CCn1cc(C(=O)O)c(=O)c2c3sc(=O)n(C)c3ccc21
ZINC000000002181,O=c1oc2cc(O)ccc2s1
ZINC000000002182,Cc1sc2nc(C(=O)O)[nH]c(=O)c2c1CC(C)C
ZINC000000002185,CCCc1ncc(C(=O)O)s1
ZINC000000002187,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)[C@H]2CC[C@@H]3C2)c1
ZINC000000002188,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
ZINC000000002190,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCC3)c1
ZINC000000002191,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
ZINC000000002192,Cc1cc(Cl)ccc1Cn1nc(C(=O)O)c2ccccc21
ZINC000000002193,Cc1ccc(NC2=NCCN2)c(Cl)c1
ZINC000000002194,Cc1ccc(S(=O)(=O)/N=C(\O)NC2CCCC2)cc1
ZINC000000002195,Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1
ZINC000000002196,Cc1ccc(S(=O)(=O)/N=C(\O)N2CCCC2)cc1
ZINC000000002197,CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC
ZINC000000002198,C/C=C1\C[C@@H]2[C@H](OC)Nc3cc(O)c(OC)cc3C(=O)N2C1
ZINC000000002199,Cc1ccc(S(=O)(=O)/N=C(\O)N[C@@H](C)Cc2ccccc2)cc1
ZINC000000002200,COc1cccc([C@]2(O)CCCC[C@H]2CN(C)C)c1
ZINC000000002202,CCN(CC)c1cc(C)nc2ncnn12
ZINC000000002203,O=c1c2cccnc2oc2c(Cl)cc(-c3nnn[nH]3)cc12
ZINC000000002204,COC(=O)C1Oc2ccc(Cl)cc2Cc2cc(Cl)ccc2O1
ZINC000000002205,C[C@@]12C=CC3=C4CCC(=O)C=C4CC[C@@H]3[C@H]1CC[C@@H]2O
ZINC000000002206,CC(=O)O[C@@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
ZINC000000002207,CC(=O)[C@@H]1CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)C=C[C@@]4(C)[C@@H]3CC[C@@]21C
ZINC000000002208,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC
ZINC000000002209,CC(C)=CCn1cnc(N)c2ncnc1-2
ZINC000000002210,c1ccc(Cc2nnc3ccncc3n2)cc1
ZINC000000002211,Cc1nc(C)c(N(C)C)nc1C
ZINC000000002212,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
ZINC000000002214,O=C(Nc1ccc(O)cc1)C(Cl)(Cl)Cl
ZINC000000002215,Oc1cc(Cl)c(Cl)cc1Cl
ZINC000000002216,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
ZINC000000002218,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(C(F)(F)F)ccc21
ZINC000000002219,O=c1[nH]c(=O)n([C@@H]2C[C@@H](O)[C@H](CO)O2)cc1C(F)(F)F
ZINC000000002220,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O
ZINC000000002221,C[C@@]12CC[C@H]3[C@@H](CC[C@]45O[C@H]4C(=O)[C@@H](C#N)C[C@]35C)[C@H]1CC[C@@H]2O
ZINC000000002223,C[C@@H](O)C(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@@]21C
ZINC000000002225,COc1cc(C(=O)NCc2ccc(C)nc2N)cc(OC)c1OC
ZINC000000002226,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
ZINC000000002227,Cc1ccc(/C(=C/CN2CCCC2)c2ccccn2)cc1
ZINC000000002229,NNC(=O)OC1C[C@@H]2CC[C@H](C1)N2C(=O)Oc1ccccc1
ZINC000000002231,Cc1cc(C)cc(C(=O)OC2C[C@@H]3CC[C@H](C2)N3C)c1
ZINC000000002232,Cc1ccc(C(C)C)c(OCC2=NCCN2)c1
ZINC000000002233,NCCc1ccc(O)cc1
ZINC000000002234,N[C@H](Cc1ccc(O)cc1)C(=O)O
ZINC000000002235,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1
ZINC000000002236,C=CCC(CC)(CC)C(N)=O
ZINC000000002237,CCCC(CCC)(CCC)C(N)=O
ZINC000000002238,CCCC(CCC)C(N)=O
ZINC000000002241,COc1c2occc2c(OCC[N+](C)(C)C)c2c(=O)cc(C)oc12
ZINC000000002242,C[C@H]1C(=O)O[C@@H]2[C@H]1CC[C@@]1(C)C(=O)C=C[C@](C)(O)[C@H]21
ZINC000000002243,Oc1c(Br)cc(Cl)c2cccnc12
ZINC000000002246,Cc1ccc(Cn2nc(C(=O)O)c3ccccc32)c(C)c1
ZINC000000002247,CC1(C)COC(N)=N1
ZINC000000002248,Cc1cccc(C)c1NC1=NCCCS1
ZINC000000002251,Clc1ccc2c(n1)C(c1ccccc1Cl)=NCc1nncn1-2
ZINC000000002252,CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1
ZINC000000002255,O=C(OCCn1ccnc1)c1ccccc1
ZINC000000002256,Cc1cc(N2CCCCC2)nn2cnnc12
ZINC000000002257,COc1ccc(CN(CCN(C)C)c2nccs2)cc1
ZINC000000002259,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C
ZINC000000002261,CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1
ZINC000000002262,Cc1nn(C)c2c1N(c1ccccc1)C(=O)CC(=O)N2C
ZINC000000002263,Cc1nn(C)c2c1C(c1cccc(Cl)c1)=NCCN2
ZINC000000002264,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
ZINC000000002266,c1ccc(C2(c3ccccc3)C[C@H]2C2=NCCN2)cc1
ZINC000000002268,CC(C)(O)[C@H]1CC=C(CCO)[C@H](O)C1
ZINC000000002269,CCc1cccc2cc([C@@H](O)CNC(C)(C)C)oc12
ZINC000000002270,COC1=CC(=O)O[C@@H]1[C@H](O)c1ccccc1Cl
ZINC000000002271,C[C@@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1
ZINC000000002272,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
ZINC000000002273,CC(C)NC[C@H](O)c1cc(O)cc(O)c1
ZINC000000002274,CC(C)(C)c1cc(C[C@@H]2SCNC2=O)cc(C(C)(C)C)c1O
ZINC000000002275,CCOc1ccccc1O[C@H](c1ccccc1)[C@@H]1CNCCO1
ZINC000000002276,Cc1ccc(Cl)c(OC[C@H](O)CNC(C)(C)C)c1
ZINC000000002277,Cc1ncc2c(c1O)CO[C@@H]2c1ccc(Cl)cc1
ZINC000000002279,O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O
ZINC000000002281,CC(C)(C)NC[C@@H](O)c1cc(O)cc(O)c1
ZINC000000002282,C[C@@H](C(=O)O)c1ccc(C(=O)c2ccccc2)s1
ZINC000000002283,Cc1cccc(C)c1NC(=O)[C@H](C)N
ZINC000000002284,CCOc1ccccc1O[C@@H](c1ccccc1)[C@H]1CNCCO1
ZINC000000002285,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(O)[C@H]3CC[C@]21C
ZINC000000002286,CC(=O)[C@@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C
ZINC000000002287,CC(=O)[C@@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
ZINC000000002288,CC(=O)[C@@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)[C@@H](C)C[C@@]4(C)[C@H]3C(=O)C[C@]21C
ZINC000000002289,C[C@H]1C[C@@H]2C(=CC1=O)CC[C@@H]1[C@@H]3CC[C@@H](O)[C@@]3(C)CC[C@@H]21
ZINC000000002290,C[C@]12CC[C@@H]3[C@H](CC[C@@H]4C[C@H](F)CC[C@]43C)[C@@H]1CC[C@H]2O
ZINC000000002291,Cc1nc(F)c(CO)c(C=O)c1O
ZINC000000002292,C[C@H]1CC2=CC(=O)CC[C@H]2[C@H]2CC[C@]3(C)[C@@H](CC[C@H]3O)[C@H]12
ZINC000000002293,C[C@]12CC[C@@H]3[C@@H]([C@@H]1CCC(=O)O2)[C@H](O)CC1=CC(=O)CC[C@]13C
ZINC000000002295,C[C@@]12CC(=O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]43C)[C@H]1CCC(=O)O2
ZINC000000002296,C[C@]12CC(=O)[C@]3(F)[C@H](CCC4=CC(=O)CC[C@]43C)[C@@H]1CCC(=O)O2
ZINC000000002297,CCC(=O)O[C@@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@@]21C
ZINC000000002298,C[C@@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@H]1CC[C@H]2O
ZINC000000002299,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1
ZINC000000002300,Nc1nc(=O)n([C@H]2C=C[C@@H](CO)O2)cc1F
ZINC000000002301,CCCn1c(=O)c2[nH]c([C@@H]3C[C@@H]4C[C@H]3[C@H]3O[C@@H]43)nc2n(CCC)c1=O
ZINC000000002303,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1
ZINC000000002305,CCOc1ccccc1Nc1ncc(C(=O)O)c(=O)[nH]1
ZINC000000002306,CC(C)Oc1ccccc1Nc1ncc(C(=O)O)c(=O)[nH]1
ZINC000000002307,CC(C)NC[C@@H](O)c1ccc(N)c(C#N)c1
ZINC000000002308,CCO[C@H]1CCC(=O)N1S(=O)(=O)c1ccccc1
ZINC000000002309,CN(C)c1ccccc1CS(=O)(=O)c1nc2ccccc2[nH]1
ZINC000000002310,N#Cc1ccc(NC(=O)[C@H](CC(=O)O)NC=O)cc1
ZINC000000002311,C[C@H]1CC[C@@H]2C(=C[C@H](O)[C@@H](C)[C@H]2CC[C@H]2C[C@H](O)CC(=O)O2)C1
ZINC000000002312,CN(O)C(=O)C1CCC(C2CCCCC2)CC1
ZINC000000002313,O=C1CCC(c2ccc(-n3ccnc3)nc2)=NN1
ZINC000000002314,Cc1nccn1C[C@@]1(C)CCc2c(c3ccccc3n2C)C1=O
ZINC000000002315,CC1(C)C(=O)Nc2cc3[nH]nnc3cc21
ZINC000000002316,O=C(CC(=O)N(c1ccc(F)cc1)c1ccc(F)cc1)NO
ZINC000000002317,CC1(C)CCCC(C)(C)N1CCn1c(=O)[nH]c2ccccc21
ZINC000000002318,O=C(O)Cc1ccc(-c2ccccc2)cc1
ZINC000000002320,NS(=O)(=O)c1cc2ccncc2s1
ZINC000000002322,CC(C)NC[C@@H](O)COc1ccccc1-n1cccc1
ZINC000000002323,CCOc1ccc([C@H](O)[C@H](CC)NC(C)C)c2ccc(=O)[nH]c12
ZINC000000002324,Cn1ncc2c1CSc1cn[nH]c1-2
ZINC000000002325,O=C([C@H]1C[C@@H](O)CN1C(=O)CCCc1ccccc1)N1CCCC1
ZINC000000002326,CCn1nccc1C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
ZINC000000002329,COC1=C(C)[C@@](C)(O)c2[nH]c3ccccc3c2C1=O
ZINC000000002330,COC1=C(C)[C@@](C)(O)c2[nH]c3ccc(OC)cc3c2C1=O
ZINC000000002331,COc1cccc2c(Nc3ccccc3C)c(C(C)=O)cnc12
ZINC000000002332,COCC(=O)c1cnc2c(OC)cccc2c1Nc1ccccc1C
ZINC000000002333,COc1cccc2c(Nc3ccccc3C)c(C(=O)C(C)C)cnc12
ZINC000000002334,CNC(=O)Cn1c(-c2ccc(Cl)cc2)nc2cccnc21
ZINC000000002335,CN(C)C(=O)Cn1c(-c2ccc(Cl)cc2)nc2cccnc21
ZINC000000002336,CN(C)C(=O)Cn1c(-c2ccc(C(F)(F)F)cc2)nc2cccnc21
ZINC000000002337,CC(C)NC(=O)Cn1c(-c2ccc(Cl)cc2)nc2cccnc21
ZINC000000002338,CNC(=O)Cn1c(-c2ccc(Br)cc2)nc2cccnc21
ZINC000000002339,NC(=O)Cn1c(-c2ccc(Cl)cc2)nc2ccc(Cl)nc21
ZINC000000002340,CNC(=O)Cn1c(-c2ccc(Cl)cc2)nc2ccc(Cl)nc21
ZINC000000002341,COc1ncccc1NC(=O)NC1C[C@@H]2CC[C@H](C1)N2C
ZINC000000002342,COc1cccnc1NC(=O)NC1C[C@@H]2CC[C@H](C1)N2C
ZINC000000002343,COc1sccc1NC(=O)NC1C[C@@H]2CC[C@H](C1)N2C
ZINC000000002344,COc1cscc1NC(=O)NC1C[C@@H]2CC[C@H](C1)N2C
ZINC000000002345,COC(=O)c1sccc1NC(=O)NC1C[C@@H]2CC[C@H](C1)N2C
ZINC000000002346,CC(=O)/C(C#N)=C(\O)N(C)c1ccc(C(C)(C)C)cc1
ZINC000000002347,CCC(C)(C)c1ccc(NC(=O)[C@H](C#N)C(C)=O)cc1
ZINC000000002348,CCCC(C)(C)c1ccc(NC(=O)[C@H](C#N)C(C)=O)cc1
ZINC000000002349,CC(=O)/C(C#N)=C(\O)Nc1ccc(C2(C)CC2)cc1
ZINC000000002350,Cc1oncc1C(=O)Nc1ccc(C(C)(C)C)cc1Br
ZINC000000002351,Cc1oncc1C(=O)Nc1ccc(C(C)(C)C)cc1Cl
ZINC000000002353,CCC(C)(C)c1ccc(NC(=O)c2cnoc2C)cc1
ZINC000000002354,CCCC(C)(C)c1ccc(NC(=O)c2cnoc2C)cc1
ZINC000000002355,Cc1oncc1C(=O)Nc1ccc(C2(C)CC2)cc1
ZINC000000002356,CN1C(=O)[C@H](c2ccc(F)cc2)S[C@H]1c1cccnc1
ZINC000000002357,CN1C(=O)[C@H](c2c(Cl)cccc2Cl)S[C@H]1c1cccnc1
ZINC000000002358,O=C(/C=C/c1ccc(O)cc1)N(CCO)CCO
ZINC000000002359,CCc1nc2c([nH]1)c(=S)[nH]c(=O)n2C[C@H](C)CC
ZINC000000002360,CCCn1c(=O)[nH]c(=S)c2[nH]c(C3CC3)nc21
ZINC000000002361,CCc1nc2c([nH]1)c(=S)[nH]c(=O)n2CCC(C)C
ZINC000000002362,CC(C)N(O)C(=O)C1CCC(C2CCCCC2)CC1
ZINC000000002363,CC1=C(C(=O)NCCc2ccccc2)SC2=NC(C)(C)CN21
ZINC000000002365,CN1CCC=C2c3nc(N)sc3CC[C@H]21
ZINC000000002371,CC1(C)CN=C2C(c3ccccc3)=[N+]([O-])c3ccc(F)cc3N2C1
ZINC000000002372,CC1(C)CN=C2C(c3ccccc3)=[N+]([O-])c3cccc(F)c3N2C1
ZINC000000002373,Cc1[nH]c(=O)c(C#N)cc1-c1ccc(-n2cncn2)cn1
ZINC000000002374,Cc1[nH]c(=O)c(C#N)cc1-c1ccc(-n2ccnc2)cn1
ZINC000000002375,Cc1[nH]c(=O)c(C#N)cc1-c1ccc(-n2cncn2)nc1
ZINC000000002376,C1=C(c2ccc(CN3CCCCC3)cc2)N2CCN=C2c2ccccc21
ZINC000000002377,O=C(C[C@H]1NCCC[C@@H]1O)Cn1cnc2cc(Cl)sc2c1=O
ZINC000000002379,CO/C(O)=C1\CN(C[C@H]2CCc3ccccc3O2)CCC1=O
ZINC000000002381,CO/C(O)=C1\CN(C[C@H]2COc3ccccc3O2)CCC1=O
ZINC000000002382,O=C(Nc1nnn[nH]1)c1csc(-c2ccccc2O)n1
ZINC000000002383,COc1cccc(-c2nc(C(=O)Nc3nnn[nH]3)cs2)c1
ZINC000000002384,COc1ccc(-c2nc(C(=O)Nc3nnn[nH]3)cs2)cc1
ZINC000000002385,O=C(Nc1nnn[nH]1)c1csc(-c2ccco2)n1
ZINC000000002386,CN(C)c1ccccc1C[S@](=O)c1nc2cscc2[nH]1
ZINC000000002387,O=C1COC(=O)[C@@H]1c1ccc(OCc2ccccc2)cc1
ZINC000000002389,C[C@@H]1C[C@H](OC(=O)[C@H](N)CCC(=O)O)CC(C)(C)C1
ZINC000000002392,CC1(C)CCC(C)(C)c2cc([C@H](O)c3ccc(C(=O)O)cc3)ccc21
ZINC000000002396,C[C@@H]1O[C@H](n2cnc3c(Nc4ccccc4)ccnc32)[C@@H](O)[C@H]1O
ZINC000000002397,O[C@@H]1[C@@H](n2cnc3c(Nc4ccccc4)ccnc32)O[C@@H](CF)[C@@H]1O
ZINC000000002401,N[C@H](CSC(=O)C(F)(F)F)Cc1ccccc1
ZINC000000002402,N[C@H](CSC(=O)Nc1ccccc1)Cc1ccccc1
ZINC000000002403,CC(=O)SC[C@@H](N)Cc1ccccc1
ZINC000000002404,CC(=O)/C(C#N)=C(\O)Nc1ccc(-c2ccc(F)cc2)s1
ZINC000000002405,CC(=O)/C(C#N)=C(\O)Nc1ccc(-c2ccc(Cl)cc2)s1
ZINC000000002406,CC(=O)/C(C#N)=C(\O)Nc1ccc(-c2ccccc2)s1
ZINC000000002407,CC(=O)[C@@H](C#N)C(=O)Nc1ccc(-c2ccc(C)cc2)s1
ZINC000000002408,CC(=O)/C(C#N)=C(\O)Nc1cc(-c2ccc(C(C)(C)C)cc2)cs1
ZINC000000002409,CC(=O)/C(C#N)=C(\O)Nc1nc(-c2ccc(C(C)(C)C)cc2)cs1
ZINC000000002410,CC(=O)/C(C#N)=C(\O)Nc1nccc(-c2ccc(C(C)(C)C)cc2)n1
ZINC000000002411,CC(=O)/C(C#N)=C(\O)Nc1ccc(-c2ccc(C(C)(C)C)cc2)[nH]1
ZINC000000002412,C/C(O)=C(\C#N)C(=O)Nc1ccc(-c2ccc(C(C)(C)C)cc2)o1
ZINC000000002413,CCc1noc(C2=CCCN(C)C2)n1
ZINC000000002414,CCCc1nc(C2=CCCN(C)C2)no1
ZINC000000002415,CC(C)c1noc(C2=CCCN(C)C2)n1
ZINC000000002416,C1=C(c2nc(C3CC3)no2)CNCC1
ZINC000000002419,O=C(Cc1cccc([N+](=O)[O-])c1)N1CCCC[C@H]1CN1CCCC1
ZINC000000002420,O=C(Cc1ccc([N+](=O)[O-])cc1)N1CCCC[C@H]1CN1CCCC1
ZINC000000002421,CCN(CC)C[C@@H]1CCCCN1C(=O)Cc1cccc([N+](=O)[O-])c1
ZINC000000002423,CCn1cc(C(=O)O)c(=O)c2cc(F)c3[nH]cc(C(=O)O)c(=O)c3c21
ZINC000000002424,CCOC(=O)c1c[nH]c2c(cc(F)c3[nH]ccc(=O)c32)c1=O
ZINC000000002426,C[C@@H]1C(=O)Nc2cc3[nH]nnc3cc21
ZINC000000002428,Cn1c(=O)[nH]c2cc3n[nH]nc3cc21
ZINC000000002429,C[C@H]1CC(=O)NN=C1c1ccc(-n2ccnc2)nc1
ZINC000000002430,C[C@H]1CC(=O)NN=C1c1ccc(-n2cnc3ccccc32)nc1
ZINC000000002431,C[C@H]1CC(=O)NN=C1c1ccc(-n2cncn2)nc1
ZINC000000002432,O=C1CCC(c2ccc(-c3ccncc3)nc2)=NN1
ZINC000000002433,CN1CC[C@@]23CCCC[C@H]2[C@@H]1Cc1ccc(O)cc13
ZINC000000002434,Cc1ccc2ccc(N(C)C)cc2n1
ZINC000000002435,CC(=O)Nc1ccc2c(C)ccnc2c1
ZINC000000002436,Cc1cc(N)nc2cc(N)ccc12
ZINC000000002437,Cc1cnc2cc(N(C)C)ccc2c1
ZINC000000002438,C[C@@H](O)[C@@H]1C(=O)N2C(C(=O)O)=C(C[C@H]3CCC(=O)N3)S[C@H]12
ZINC000000002439,C[C@@H](O)[C@@H]1C(=O)N2C(C(=O)O)=C(C[C@@H]3CC(=O)N3)S[C@H]12
ZINC000000002445,C[C@H]1CC(=O)O[C@@H]1CC1=C(C(=O)O)N2C(=O)[C@@H]([C@@H](C)O)[C@H]2S1
ZINC000000002447,CC[C@H](NC(C)C)[C@@H](O)c1ccc(OC(C)=O)c2[nH]c(=O)ccc12
ZINC000000002448,N#Cc1cc2n(n1)C(c1cccc(C(F)(F)F)c1)=CCN2
ZINC000000002449,CCOC(=O)c1cc2n(n1)C(c1ccccc1)=CCN2
ZINC000000002450,CCOC(=O)c1cc2n(n1)C(c1cccc(C(F)(F)F)c1)=CCN2
ZINC000000002451,NC(=O)c1cc2n(n1)C(c1cccc(F)c1)=CCN2
ZINC000000002452,FC(F)(F)c1cccc(C2=CCNc3cc(Cl)nn32)c1
ZINC000000002453,FC(F)(F)c1cccc(C2=CCNc3ccnn32)c1
ZINC000000002454,CNc1nc(N)nc2c1ncn2[C@H]1C[C@@H](CO)[C@H](O)[C@@H]1O
ZINC000000002455,COc1cc2c(cc1Cl)NC(=O)c1ccccc1S2
ZINC000000002456,O=C1Nc2cc(Cl)c(O)cc2Sc2ccccc21
ZINC000000002457,Oc1ccc2c(c1)Sc1ccccc1CN2
ZINC000000002458,COc1ccc2c(c1)Sc1ccccc1CN2
ZINC000000002459,COc1ccc2c(c1)Sc1ccccc1CN2C=O
ZINC000000002460,COc1ccc2c(c1)Sc1ccccc1CN2C
ZINC000000002461,COc1ccc2c(c1)[S@](=O)c1ccccc1CN2C
ZINC000000002462,NS(=O)(=O)c1cc2cnccc2s1
ZINC000000002463,NS(=O)(=O)c1cc2ncccc2s1
ZINC000000002464,NS(=O)(=O)c1cc2cc(O)cnc2s1
ZINC000000002465,NS(=O)(=O)c1cc2ncc(O)cc2s1
ZINC000000002466,Cc1[nH]c(=O)c(C#N)cc1C(=O)c1cccs1
ZINC000000002467,CCc1[nH]c(=O)c(C#N)cc1C(=O)c1ccco1
ZINC000000002468,NC(=O)c1cn(Cc2ccccc2Cl)cn1
ZINC000000002469,NC(=O)c1cn(Cc2ccccc2F)cn1
ZINC000000002470,CNC(=O)c1cn(Cc2c(F)cccc2F)cn1
ZINC000000002471,CN(C)C(=O)c1cn(Cc2c(F)cccc2F)cn1
ZINC000000002472,NC(=O)c1ncn(Cc2c(F)cccc2F)c1C(N)=O
ZINC000000002473,NC(=O)c1cncn1Cc1c(F)cccc1F
ZINC000000002474,Cc1c(C(N)=O)ncn1Cc1c(F)cccc1F
ZINC000000002475,Cc1nc(C(N)=O)cn1Cc1c(F)cccc1F
ZINC000000002476,Cc1ccccc1Cn1cnc(C(N)=O)c1
ZINC000000002477,CC(=O)NC(=O)c1cn(Cc2c(F)cccc2F)cn1
ZINC000000002478,CCNC(=O)c1cn(Cc2c(F)cccc2F)cn1
ZINC000000002479,CNC(=O)c1cncn1Cc1c(F)cccc1F
ZINC000000002480,CNC(=O)c1ncn(Cc2c(F)cccc2F)c1C(=O)NC
ZINC000000002481,CC1=CC(=O)[C@@H]2C3=C(CC[C@]2(O)C1)C(=O)c1c(O)cccc1C3=O
ZINC000000002482,CC1=C[C@@H](O)[C@H]2[C@@]34O[C@]3(CC[C@@]2(O)C1)C(=O)c1c(O)cccc1[C@@H]4O
ZINC000000002483,COc1ccc(COC[C@H](O)Cc2cccnc2)cc1
ZINC000000002484,COc1ccc(COC[C@H](O)Cc2ccncc2)cc1
ZINC000000002485,CCc1[nH]c(=O)n(C(C)=O)c1C(=O)c1ccc(-n2ccnc2C)cc1
